NMU,ANO,REM,RAP,RAE,RCO,RCC,RME,RMI,RSE,RSI
Córrego do Ouro,2019,1596,1954,1639,1220,0,1104,1113,1592,0
Córrego do Ouro,2020,1498,1733,1637,1223,0,1135,1087,1521,0
Damianópolis,2010,688,689,797,539,519,0,0,949,0
Damianópolis,2011,742,741,947,556,551,0,0,928,0
Damianópolis,2012,925,933,1129,644,622,0,0,1214,0
Damianópolis,2013,998,1053,680,691,0,0,0,797,0
Damianópolis,2014,1053,1084,958,744,0,0,0,1198,0
Damianópolis,2015,1022,1047,1060,856,0,0,0,1023,0
Damianópolis,2016,1102,1134,957,962,0,0,0,1202,0
Damianópolis,2017,1276,1315,1422,1067,0,0,937,1258,0
Damianópolis,2018,1396,1503,1191,1040,0,0,0,1115,0
Damianópolis,2019,1559,1670,1166,1241,0,0,0,1209,0
Damianópolis,2020,1562,1686,1138,1273,0,0,0,1046,0
Damolândia,2010,818,967,734,609,968,0,588,974,0
Damolândia,2011,913,1077,703,686,1051,0,641,1139,0
Damolândia,2012,1133,1355,1032,859,1057,0,751,1194,0
Damolândia,2013,1235,1443,1075,845,0,0,841,1387,0
Damolândia,2014,1310,1557,1104,909,1161,0,899,1422,0
Damolândia,2015,1332,1609,1089,922,1284,0,949,1465,0
Damolândia,2016,1516,1783,1289,1639,1503,0,1117,1711,0
Damolândia,2017,1516,1784,1384,1120,1548,0,989,1526,0
Damolândia,2018,1649,1960,1325,1194,1389,0,1142,1500,0
Damolândia,2019,1681,1950,1405,1226,1176,0,1127,1500,0
Damolândia,2020,1643,1830,1567,1303,835,0,1353,1380,0
Davinópolis,2010,906,940,723,890,0,1020,872,732,0
Davinópolis,2011,1048,1003,824,786,2640,1088,995,1024,2624
Davinópolis,2012,1092,1143,884,762,1300,0,886,640,2833
Davinópolis,2013,1627,1484,962,952,0,0,1288,1397,4580
Davinópolis,2014,1716,1452,1118,1210,0,0,1507,1700,4816
Davinópolis,2015,1774,1587,1245,1032,0,0,1337,1435,4941
Davinópolis,2016,1955,1585,1351,1356,0,0,1391,1469,4732
Davinópolis,2017,1902,1726,1248,1277,0,0,1431,1468,5084
Davinópolis,2018,2223,1791,1364,1352,0,0,1657,1743,6851
Davinópolis,2019,2140,1967,1471,1209,0,0,1731,1642,5815
Davinópolis,2020,2331,1932,1527,1240,0,0,965,1784,6395
Diorama,2010,848,886,806,612,0,0,798,782,0
Diorama,2011,917,959,843,670,0,0,1123,751,0
Diorama,2012,1030,1006,1117,865,0,0,815,1291,0
Diorama,2013,1131,1104,1305,916,0,0,617,1130,0
Diorama,2014,1166,1081,1159,919,0,0,957,1395,0
Diorama,2015,1259,1272,1350,1038,0,0,827,1385,0
Diorama,2016,1383,1424,1538,1094,0,0,1036,1303,0
Diorama,2017,1574,1638,1726,1293,0,0,1003,1295,0
Diorama,2018,1704,1758,1665,1418,0,0,0,1250,0
Diorama,2019,1818,1882,1782,1498,0,0,1052,1307,0
Diorama,2020,1962,2038,1944,1594,0,0,1097,1697,0
Divinópolis de Goiás,2010,897,786,647,916,0,1342,651,1854,0
Divinópolis de Goiás,2011,1007,830,659,878,0,1618,0,1133,0
Divinópolis de Goiás,2012,1967,2435,846,873,0,1624,0,2058,0
Divinópolis de Goiás,2013,1382,1484,1247,1202,1017,0,1676,1567,0
Divinópolis de Goiás,2014,1254,1255,878,1006,0,1812,724,1991,0
Divinópolis de Goiás,2015,1394,1424,969,1133,0,2352,0,1893,0
Divinópolis de Goiás,2016,1529,1531,1103,1240,0,2820,880,2042,0
Divinópolis de Goiás,2017,1645,1652,1188,1331,0,2973,1874,1711,0
Divinópolis de Goiás,2018,1989,2292,1874,1450,0,0,2016,2175,0
Divinópolis de Goiás,2019,2053,2363,1980,1430,0,0,2211,2149,0
Divinópolis de Goiás,2020,2244,2981,2038,1603,2090,0,2142,2227,0
Doverlândia,2010,893,860,868,737,0,0,1101,1276,2986
Doverlândia,2011,986,934,968,844,0,0,1270,1401,3430
Doverlândia,2012,1186,1192,1129,1007,0,444,1575,1509,0
Doverlândia,2013,1520,1355,1215,925,3050,0,1650,1356,0
Doverlândia,2014,1375,1290,1386,1158,1086,0,1792,1743,0
Doverlândia,2015,1556,1651,1488,1198,0,0,1939,1846,0
Doverlândia,2016,1683,1748,1584,1280,0,0,2093,2323,0
Doverlândia,2017,1848,1999,1764,1402,0,0,2130,2097,0
Doverlândia,2018,2209,2070,1528,1675,0,0,3575,2043,0
Doverlândia,2019,2285,2111,1674,1698,1899,0,3683,1742,0
Doverlândia,2020,2200,1862,1667,1879,2083,0,3592,2027,0
Edealina,2010,906,936,835,671,0,0,1080,1079,0
Edealina,2011,1067,1009,925,730,0,0,1748,991,0
Edealina,2012,1149,1107,1154,838,0,0,3982,1384,0
Edealina,2013,1984,1538,1340,1043,1140,0,2547,1638,5753
Edealina,2014,2014,1644,1374,1002,2446,0,2776,1370,0
Edealina,2015,2641,1745,1374,1213,3987,0,3341,1447,0
Edealina,2016,2014,1705,1475,1281,2640,0,3061,2383,0
Edealina,2017,2226,2037,1558,1635,2811,0,3199,2357,0
Edealina,2018,2521,2118,2026,1498,1371,0,3105,2043,0
Edealina,2019,2796,2264,2484,1517,1345,0,3542,2366,0
Edealina,2020,2780,2435,2514,1574,1480,0,3851,2059,0
Edéia,2010,1453,1272,927,689,1689,0,2127,1239,5315
Edéia,2011,1591,1219,1032,779,1983,0,2302,1316,5788
Edéia,2012,1873,1490,1197,860,1576,0,2658,1445,8087
Edéia,2013,1193,1196,1038,945,1943,0,1215,1204,0
Edéia,2014,2086,1782,1454,1073,1102,0,2475,1802,9602
Edéia,2015,2420,1858,1594,1147,1540,0,2998,1819,18236
Edéia,2016,2742,2141,1663,1306,1066,0,3341,1985,26310
Edéia,2017,2649,2170,1789,1410,1264,0,3206,2040,0
Edéia,2018,1578,1785,1604,1256,0,0,1238,1213,0
Edéia,2019,1796,2110,1605,1215,0,0,1388,1538,0
Edéia,2020,1810,2120,1742,1374,0,0,1215,1865,0
Estrela do Norte,2010,870,894,807,697,934,0,914,664,0
Estrela do Norte,2011,1182,961,865,764,1872,0,1024,838,0
Estrela do Norte,2012,1093,1083,799,864,1193,0,1064,1178,0
Estrela do Norte,2013,1049,1132,959,1042,1358,1200,705,992,728
Estrela do Norte,2014,1349,1403,1160,1057,1079,0,1434,1439,0
Estrela do Norte,2015,1502,1674,1164,1119,0,0,1503,1329,0
Estrela do Norte,2016,1654,1945,1413,1243,0,0,1546,1448,0
Estrela do Norte,2017,1582,1751,1671,1238,0,0,1284,1324,0
Estrela do Norte,2018,1642,1464,1378,1343,954,3701,895,1465,0
Estrela do Norte,2019,1547,1972,1488,1329,0,526,990,1524,0
Estrela do Norte,2020,1611,1550,1429,1369,0,2816,786,1936,0
Faina,2010,753,795,733,756,0,578,520,658,0
Faina,2011,782,788,777,817,0,1413,566,789,676
Faina,2012,815,729,903,1000,0,0,649,807,0
Faina,2013,1150,1093,1061,919,0,723,852,2402,5746
Faina,2014,1102,1170,1137,1079,268,1000,855,1046,0
Faina,2015,1221,1333,1118,1153,843,1038,861,1187,0
Faina,2016,1377,1491,1256,1302,880,1138,915,1451,0
Faina,2017,1848,1527,1438,1312,469,4914,958,1513,0
Faina,2018,1503,1827,1482,1189,1053,954,980,2072,0
Faina,2019,1550,1718,1585,1146,77,0,1119,2283,0
Faina,2020,1561,1745,1470,1187,87,0,1145,2502,0
Fazenda Nova,2010,892,738,811,677,0,993,725,1790,4832
Fazenda Nova,2011,913,781,868,739,0,892,556,1768,5544
Fazenda Nova,2012,1019,885,940,992,0,1026,639,2287,6974
Fazenda Nova,2013,1423,1457,979,883,678,0,1099,1697,6426
Fazenda Nova,2014,1265,1209,1174,1015,970,949,826,2801,0
Fazenda Nova,2015,1337,1293,1267,1043,1188,788,960,3004,0
Fazenda Nova,2016,1457,1371,1381,1223,1188,880,978,3123,0
Fazenda Nova,2017,1482,1522,1410,1236,1588,937,1049,2638,0
Fazenda Nova,2018,1709,2260,1456,1169,1369,0,1461,1796,8263
Fazenda Nova,2019,1919,2410,1540,1313,2583,0,1584,2179,10910
Fazenda Nova,2020,1783,2297,1527,1315,2186,0,1105,2112,15429
Firminópolis,2010,922,949,784,775,1231,0,706,1030,3484
Firminópolis,2011,978,1031,820,745,0,0,730,1229,4095
Firminópolis,2012,1126,1311,826,925,622,0,822,1336,4710
Firminópolis,2013,1146,1118,1186,1063,0,0,678,1524,0
Firminópolis,2014,1527,1661,1010,1045,724,0,1138,1808,6725
Firminópolis,2015,1629,1719,1133,1085,788,0,1163,1933,7954
Firminópolis,2016,1931,1746,1300,1209,1417,0,1226,2152,13114
Firminópolis,2017,1687,1971,1457,1182,257,0,1467,2096,14899
Firminópolis,2018,1713,1787,1654,1170,0,0,650,1954,0
Firminópolis,2019,1931,2115,1789,813,0,0,680,2368,0
Firminópolis,2020,1966,2107,1888,1016,0,0,730,2035,0
Flores de Goiás,2010,891,938,821,654,0,0,510,1027,0
Flores de Goiás,2011,1034,1042,1057,761,0,0,544,1196,0
Flores de Goiás,2012,1039,1026,1028,990,0,0,0,1424,0
Flores de Goiás,2013,1418,1987,1460,1156,1169,1671,1235,1316,5087
Flores de Goiás,2014,1426,1511,1300,1155,724,0,0,1538,0
Flores de Goiás,2015,1399,1442,1385,1197,0,0,0,1260,0
Flores de Goiás,2016,1509,880,1579,1149,0,0,0,1701,0
Flores de Goiás,2017,1804,1918,1651,1237,0,0,0,1947,0
Flores de Goiás,2018,1879,2353,2056,1681,1400,1949,1694,1684,4700
Flores de Goiás,2019,1975,2887,2148,1738,2061,2316,1699,1651,1353
Flores de Goiás,2020,2082,3351,2394,1824,2302,2533,1661,1630,3226
Formosa,2010,965,1161,936,799,1075,1310,855,993,3709
Formosa,2011,1086,1431,981,899,1069,1486,935,1071,4259
Formosa,2012,1370,2362,1167,1045,1022,1397,1187,1195,3879
Formosa,2013,1249,1406,962,851,1200,1379,963,1430,0
Formosa,2014,1567,2378,1498,1264,1251,2098,1369,1404,5154
Formosa,2015,1654,2048,1735,1354,2101,2169,1496,1593,7084
Formosa,2016,1754,2197,1914,1487,1570,2159,1702,1614,11046
Formosa,2017,1822,2146,1958,1617,1597,2396,1753,1679,5703
Formosa,2018,1634,1835,1184,1163,1415,2145,954,1779,0
Formosa,2019,1781,2089,1286,989,1285,2132,998,1962,0
Formosa,2020,1630,1964,1331,1077,666,2172,0,1379,0
Formoso,2010,844,889,742,619,510,1010,510,1066,0
Formoso,2011,974,1038,877,757,0,1157,681,1020,0
Formoso,2012,1062,1140,892,800,0,1246,989,1251,0
Formoso,2013,1379,1671,1171,823,0,0,1074,1712,0
Formoso,2014,1353,1547,1091,942,1020,0,901,1608,0
Formoso,2015,1397,1485,1085,1023,1258,1695,909,2509,0
Formoso,2016,1463,1673,1059,1139,1163,1754,1055,1554,0
Formoso,2017,1568,1772,1160,1161,1007,2003,1119,1883,0
Formoso,2018,1809,2180,1576,1353,1519,0,1438,2076,1423
Formoso,2019,1964,2430,1771,1459,0,0,1073,1897,1438
Formoso,2020,1906,2432,1852,1563,0,0,433,2267,2076
Gameleira de Goiás,2010,978,1093,838,629,0,0,908,2846,0
Gameleira de Goiás,2011,1047,1194,919,657,0,0,974,3014,0
Gameleira de Goiás,2012,1216,1382,1069,776,0,0,1178,3376,0
Gameleira de Goiás,2013,1407,1533,825,936,0,1921,0,1467,0
Gameleira de Goiás,2014,1512,1825,1304,932,0,0,1220,1217,0
Gameleira de Goiás,2015,1578,1925,1303,987,0,0,1291,1225,0
Gameleira de Goiás,2016,1738,2158,1446,1222,0,0,1492,2056,0
Gameleira de Goiás,2017,1739,1947,1565,1396,1477,0,1382,1743,1398
Gameleira de Goiás,2018,1763,1737,1198,1363,0,3337,954,1674,0
Gameleira de Goiás,2019,1826,1896,1314,1374,0,2834,0,1869,0
Gameleira de Goiás,2020,1931,2054,1242,1426,0,2647,0,1588,0
Goiandira,2010,990,970,762,754,1109,842,701,1514,5636
Goiandira,2011,1161,1140,895,806,1886,936,795,1903,6348
Goiandira,2012,1322,1261,1280,895,1724,1139,976,1899,9441
Goiandira,2013,1400,1637,1296,1000,1604,1636,1037,1494,0
Goiandira,2014,1655,1736,1312,1046,1641,1789,1117,3034,0
Goiandira,2015,1696,1740,1496,1102,1890,1775,1276,3097,0
Goiandira,2016,1836,2208,1711,1282,2419,2157,1298,1910,0
Goiandira,2017,1851,1807,1848,1272,2493,2348,1403,2222,6073
Goiandira,2018,1896,1881,1966,1292,2069,2298,1450,1864,7927
Goiandira,2019,1991,2169,1618,1292,1778,2194,1648,2188,7448
Goiandira,2020,2016,2349,1816,1434,1307,2823,1062,2072,7506
Goianira,2010,979,1053,760,789,1267,1715,937,865,2251
Goianira,2011,1071,1169,861,843,1182,1663,1088,853,4874
Goianira,2012,1364,1481,964,981,1254,2287,1539,1081,5708
Goianira,2013,1432,1302,1088,1034,1527,2918,1645,1290,1722
Goianira,2014,1566,1221,1295,1137,1590,2735,1787,1255,4619
Goianira,2015,1633,1714,1321,1254,1762,3223,1725,1495,1311
Goianira,2016,1734,1877,1484,1454,1946,3013,1761,1662,2098
Goianira,2017,1937,2578,1519,1475,1995,2105,1845,1726,979
Goianira,2018,1871,2160,1550,1472,1585,2302,2033,1673,0
Goianira,2019,1795,2710,1568,1470,1542,2753,1546,1755,0
Goianira,2020,1908,2914,1607,1516,786,2467,1871,1644,1100
Goianápolis,2010,1004,1158,863,724,842,1510,746,1204,4043
Goianápolis,2011,1056,1192,922,845,809,1516,829,1338,3350
Goianápolis,2012,1159,1267,954,1001,0,1662,894,1445,5103
Goianápolis,2013,1401,1597,1075,1057,1229,1727,1072,2076,2199
Goianápolis,2014,1479,1804,1303,1083,1186,2037,1062,1733,5457
Goianápolis,2015,1591,1798,1250,1362,788,2027,1231,1875,5044
Goianápolis,2016,1665,1902,1314,1378,1230,2099,1228,2013,7927
Goianápolis,2017,1783,2152,1479,1464,1213,2115,1520,1811,0
Goianápolis,2018,1739,2340,1527,1434,696,2716,1727,1646,0
Goianápolis,2019,1883,2327,1569,1538,1179,2553,1658,1726,0
Goianápolis,2020,1972,3071,1716,1453,1100,2568,1705,1683,0
Goianésia,2010,1079,1084,922,1125,1002,961,1139,943,4075
Goianésia,2011,1205,1154,1091,772,1038,1534,1492,1137,2607
Goianésia,2012,1442,1422,1248,883,1446,1078,1803,1319,3827
Goianésia,2013,1573,1786,1261,967,1127,1297,1948,1395,4516
Goianésia,2014,1470,157,1528,1039,1427,1291,1980,1465,5159
Goianésia,2015,1715,2008,1700,1133,1528,1821,1967,1592,5246
Goianésia,2016,1884,2156,1883,1242,1643,1158,2129,1851,8747
Goianésia,2017,1950,2183,1968,1299,1607,1482,2271,1972,3989
Goianésia,2018,1986,2461,2078,1349,1652,1173,2322,1860,4397
Goianésia,2019,2047,2561,2270,1372,1818,1169,2390,1938,4486
Goianésia,2020,2092,2570,2215,1358,1791,1191,2511,1949,4810
Goiatuba,2010,1175,1280,1271,858,800,0,1260,1191,4587
Goiatuba,2011,1273,1572,1045,945,1109,0,1389,1212,5182
Goiatuba,2012,1772,1746,2207,1121,663,0,1780,1329,6948
Goiatuba,2013,1931,2151,2291,1236,835,0,2014,1389,8727
Goiatuba,2014,2140,2421,2694,1299,606,0,2199,1571,11091
Goiatuba,2015,2231,2553,2702,1437,948,0,2318,1660,13188
Goiatuba,2016,2364,2479,2751,1637,1518,0,2680,1822,21095
Goiatuba,2017,2549,3261,2842,1756,1342,0,2602,1819,0
Goiatuba,2018,2576,3500,2818,1760,1264,0,2516,1912,0
Goiatuba,2019,2422,3701,2299,1793,1400,0,2414,1957,0
Goiatuba,2020,2773,4096,2294,1845,999,0,3114,1951,0
Goiás,2010,955,1007,808,847,1250,1209,736,949,4107
Goiás,2011,1028,1059,890,807,1423,1307,915,1057,4330
Goiás,2012,1500,1546,1008,1152,3036,1751,1025,1273,4507
Goiás,2013,1471,1428,1182,1232,3432,2064,412,1327,6538
Goiás,2014,1527,1681,1300,1333,1251,2214,1222,1542,7375
Goiás,2015,1610,1865,1388,1283,862,2914,976,1599,7329
Goiás,2016,1902,2567,1494,1543,1635,4330,1179,1697,11823
Goiás,2017,1950,2062,1531,1666,2292,3858,1218,2166,3407
Goiás,2018,2004,2454,1553,1685,2649,3606,1280,2130,1415
Goiás,2019,1935,2541,1762,1497,1717,2866,404,2371,1171
Goiás,2020,2037,3581,1763,1504,930,2783,520,2357,16318
Goiânia,2010,1653,2510,989,1020,1149,1824,1065,1383,3962
Goiânia,2011,1836,2935,1421,1129,1334,1756,1166,1518,4339
Goiânia,2012,2098,3481,1332,1346,1511,2175,1301,1705,5152
Goiânia,2013,2294,3678,2183,1470,1693,2690,1466,1910,5713
Goiânia,2014,2582,4481,1908,1589,1818,2300,1599,2084,5630
Goiânia,2015,2779,4647,2197,1702,1916,2851,1742,2295,6219
Goiânia,2016,3008,4870,2031,1836,1956,2697,1886,2448,7775
Goiânia,2017,3072,4637,2177,1951,1994,2635,1982,2604,6425
Goiânia,2018,3337,5564,2133,2010,2008,2185,2061,2660,6706
Goiânia,2019,3312,5905,1859,2020,2048,5624,2041,2597,5922
Goiânia,2020,3358,6086,1872,2098,1920,4716,2017,2445,4473
Gouvelândia,2010,952,972,881,725,0,0,728,2023,0
Gouvelândia,2011,1015,1052,956,776,0,0,681,1653,0
Gouvelândia,2012,1173,1238,1061,906,0,0,547,1848,0
Gouvelândia,2013,1284,1379,1180,905,0,0,690,1617,0
Gouvelândia,2014,1581,1702,1333,1081,0,0,926,2432,0
Gouvelândia,2015,1693,1753,1330,1313,1061,0,3098,2580,0
Gouvelândia,2016,1779,1787,1491,1195,0,0,2236,2105,0
Gouvelândia,2017,1700,1734,1619,1303,0,0,1352,2334,0
Gouvelândia,2018,1926,2238,1680,1232,2103,0,919,2180,0
Gouvelândia,2019,2087,2385,1758,1271,0,0,1426,2363,0
Gouvelândia,2020,2074,2578,1854,1281,1045,3998,656,1669,0
Guapó,2010,962,1102,771,678,939,1311,912,1034,2532
Guapó,2011,1148,1185,867,761,2193,1537,814,1115,2386
Guapó,2012,1149,1346,927,916,475,1835,869,1260,2405
Guapó,2013,1255,1305,966,1004,991,2418,986,1584,2501
Guapó,2014,1361,1410,1224,1030,1145,2272,1113,1740,6318
Guapó,2015,1507,1539,1250,1196,1314,2474,1164,2023,7327
Guapó,2016,1615,1682,1502,1231,1311,2363,1265,1835,8732
Guapó,2017,1435,1294,1448,1385,869,2614,1360,1832,5161
Guapó,2018,1611,1600,1560,1263,1660,2744,1256,1729,3345
Guapó,2019,1909,1835,1519,1405,1561,2609,1420,2260,3223
Guapó,2020,1923,886,1668,1424,1052,5828,1373,2247,3054
Guarani de Goiás,2010,902,976,730,628,0,963,0,1401,0
Guarani de Goiás,2011,1017,1093,749,637,0,1074,981,1975,0
Guarani de Goiás,2012,1076,1096,815,1094,0,1230,0,4669,0
Guarani de Goiás,2013,1088,1011,883,1243,0,1684,0,2478,0
Guarani de Goiás,2014,1140,1089,893,1284,0,1970,762,1514,900
Guarani de Goiás,2015,1402,1435,1124,979,0,2124,0,1728,0
Guarani de Goiás,2016,1535,1626,1369,1060,0,2155,0,1429,0
Guarani de Goiás,2017,1523,1562,1388,1105,0,2258,0,1472,0
Guarani de Goiás,2018,1672,1705,1446,1142,0,3441,1092,1472,0
Guarani de Goiás,2019,1634,1775,1378,1262,0,1334,0,1566,0
Guarani de Goiás,2020,1846,1991,1626,1209,0,1963,0,1975,0
Guaraíta,2010,1070,1173,587,564,0,0,0,1155,0
Guaraíta,2011,1120,1232,649,619,0,0,578,1317,0
Guaraíta,2012,1245,1360,781,712,0,0,0,1082,0
Guaraíta,2013,1338,1423,933,724,0,0,828,1214,0
Guaraíta,2014,1384,1490,1005,786,906,0,784,1618,0
Guaraíta,2015,1564,1684,1105,1181,0,0,845,1209,0
Guaraíta,2016,1725,1896,1248,1060,0,0,900,1313,0
Guaraíta,2017,1797,1963,1294,1265,0,0,967,1495,0
Guaraíta,2018,1783,1956,1279,1025,954,0,1162,1416,0
Guaraíta,2019,2128,2388,1388,927,0,0,1102,1448,0
Guaraíta,2020,2143,2399,1575,974,0,0,261,1444,0
Guarinos,2010,787,779,852,636,0,0,0,1133,0
Guarinos,2011,813,810,901,802,0,0,0,917,545
Guarinos,2012,718,684,1084,829,0,0,0,1070,0
Guarinos,2013,1117,1114,1149,832,0,0,0,1436,0
Guarinos,2014,1174,1175,1094,775,0,0,0,1889,0
Guarinos,2015,1358,1323,1360,844,900,0,788,2167,0
Guarinos,2016,1435,1430,1426,1089,0,0,0,2083,0
Guarinos,2017,1367,1358,1467,969,1406,0,0,1717,0
Guarinos,2018,1463,1459,1604,1105,0,0,0,1742,0
Guarinos,2019,1803,1518,1653,1435,0,3334,0,2326,0
Guarinos,2020,2194,1812,1791,1205,0,4202,0,2428,0
Heitoraí,2010,851,924,710,618,873,0,523,1044,0
Heitoraí,2011,856,910,773,684,0,0,560,1125,0
Heitoraí,2012,746,732,828,765,0,0,595,1354,0
Heitoraí,2013,889,878,905,929,0,0,837,1156,0
Heitoraí,2014,982,1031,994,974,0,0,744,710,0
Heitoraí,2015,820,686,1077,1074,0,0,948,882,0
Heitoraí,2016,1032,971,1222,1131,0,0,1117,1016,0
Heitoraí,2017,1191,1172,1271,1271,0,0,1204,990,0
Heitoraí,2018,1121,1070,1280,1268,0,0,1214,1062,0
Heitoraí,2019,1431,1465,1484,1388,0,0,1230,1588,0
Heitoraí,2020,1610,1729,1537,1458,0,0,1171,1438,0
Hidrolina,2010,703,712,635,667,0,818,587,1070,0
Hidrolina,2011,792,827,720,713,0,849,617,1101,0
Hidrolina,2012,823,808,903,792,0,725,665,1300,0
Hidrolina,2013,971,993,1031,922,0,678,726,1380,0
Hidrolina,2014,1013,1055,1005,903,0,724,787,1575,0
Hidrolina,2015,1146,1179,1086,979,0,788,802,2062,0
Hidrolina,2016,1215,1295,1263,978,880,0,852,1500,0
Hidrolina,2017,1246,1299,1225,1084,937,0,881,1372,0
Hidrolina,2018,1295,1338,1306,1181,1535,0,908,1368,0
Hidrolina,2019,1400,1407,1522,1239,1637,0,1059,1655,0
Hidrolina,2020,1456,1589,1382,1140,1916,0,1217,1528,0
Hidrolândia,2010,940,947,783,836,922,893,1110,837,1315
Hidrolândia,2011,1074,1105,874,931,1139,902,1272,1021,1439
Hidrolândia,2012,1223,1312,980,1009,1220,1379,1373,1236,956
Hidrolândia,2013,1359,1570,1022,1110,1188,0,1457,1367,818
Hidrolândia,2014,1475,1907,1184,1188,1024,1516,1569,1493,1932
Hidrolândia,2015,1610,1969,1251,1446,1192,0,1717,1578,4191
Hidrolândia,2016,1760,2078,1352,1544,2696,0,1877,1751,1729
Hidrolândia,2017,1784,1360,1555,1662,3096,2247,2025,1860,1523
Hidrolândia,2018,1853,1929,1701,1665,2120,3050,2121,1786,1477
Hidrolândia,2019,1909,2180,1724,1776,1943,0,2211,1605,1591
Hidrolândia,2020,2166,3158,1802,1880,2472,1650,2376,1577,1539
Iaciara,2010,961,1085,894,739,908,510,768,1012,5433
Iaciara,2011,1062,1213,973,824,1213,0,758,1015,6162
Iaciara,2012,1151,1282,1107,879,0,0,1564,1134,6267
Iaciara,2013,1208,1224,1221,1005,1187,0,2766,1384,10571
Iaciara,2014,1473,1771,1289,1072,0,724,1693,1571,9688
Iaciara,2015,1690,1971,1611,1251,840,0,817,1781,9084
Iaciara,2016,1855,2218,1750,1316,0,0,1467,1750,17153
Iaciara,2017,1919,2195,1933,1397,1192,0,1164,1933,0
Iaciara,2018,2096,2706,1916,1364,669,0,977,1802,0
Iaciara,2019,2125,2662,1969,1435,1500,0,1095,1856,0
Iaciara,2020,2331,3216,2033,1459,0,0,1099,1949,0
Inaciolândia,2010,990,942,1095,686,0,0,618,1151,0
Inaciolândia,2011,1179,1038,1346,800,0,0,705,1278,0
Inaciolândia,2012,1374,1102,1566,920,0,0,733,1589,0
Inaciolândia,2013,1536,1591,1568,980,0,0,1665,1674,0
Inaciolândia,2014,1731,1753,2007,1014,1226,0,1163,1717,0
Inaciolândia,2015,1858,1919,2005,1133,1450,0,1165,1980,0
Inaciolândia,2016,1896,2033,1685,1252,0,0,1116,2447,0
Inaciolândia,2017,1877,2080,1657,1302,0,0,1065,2241,0
Inaciolândia,2018,2006,2163,1968,1303,1560,0,939,2315,0
Inaciolândia,2019,2200,2410,2229,1320,0,0,1027,2371,0
Inaciolândia,2020,2262,2615,2235,1350,1597,0,657,2310,0
Indiara,2010,1067,1059,827,779,1309,1170,668,1006,5142
Indiara,2011,1214,1124,930,879,2444,1368,774,1081,5825
Indiara,2012,1451,1454,1126,1011,2458,1896,903,1300,6797
Indiara,2013,1690,1506,1362,1111,2409,1972,1448,1494,5780
Indiara,2014,1689,1773,1475,1171,2369,2214,1528,1558,6957
Indiara,2015,1760,1764,1490,1387,3109,2628,1461,1512,7509
Indiara,2016,1844,1829,1531,1463,2852,2592,1648,1757,13141
Indiara,2017,1890,1983,1713,1547,1829,2610,1922,1873,0
Indiara,2018,1934,2125,1633,1563,2047,2632,1400,1970,0
Indiara,2019,1944,2368,1634,1523,805,2545,1679,1715,0
Indiara,2020,2055,2673,1814,1592,990,2728,1777,1746,0
Inhumas,2010,921,1259,860,709,1014,0,891,937,5774
Inhumas,2011,1027,1443,937,776,1071,0,987,1002,5248
Inhumas,2012,1161,1622,1052,919,1083,785,1130,1122,7993
Inhumas,2013,1207,1633,1166,990,1358,1564,1154,1207,7665
Inhumas,2014,1358,1873,1305,1125,1050,0,1340,1311,6825
Inhumas,2015,1449,1883,1461,1224,1447,0,1410,1443,4202
Inhumas,2016,1589,2223,1567,1353,1425,0,1544,1540,17767
Inhumas,2017,1659,2046,1648,1445,1720,0,1612,1650,0
Inhumas,2018,1712,1995,1669,1434,1585,954,1640,1932,1142
Inhumas,2019,1796,2666,1758,1420,1674,998,1621,1759,1304
Inhumas,2020,1769,2402,1818,1531,1279,0,1692,1584,1190
Ipameri,2010,974,1001,988,742,1179,1068,1131,992,4656
Ipameri,2011,1090,1093,1131,814,1203,1309,1218,1150,4757
Ipameri,2012,1248,1271,1207,947,841,1870,1603,1358,4907
Ipameri,2013,1400,1644,1333,998,1670,1610,1631,1442,4639
Ipameri,2014,1495,1689,1476,1102,1856,1226,1837,1438,4951
Ipameri,2015,1706,1938,1608,1213,1320,1714,2185,1762,5962
Ipameri,2016,1908,2233,1789,1385,1938,1910,2398,1957,10461
Ipameri,2017,1983,2324,1866,1488,1771,1919,2452,1999,0
Ipameri,2018,2056,2441,1946,1528,2515,1618,2467,2082,0
Ipameri,2019,2113,2633,2051,1529,1459,1012,2358,2156,0
Ipameri,2020,2243,3300,2121,1662,949,1045,2578,1959,0
Ipiranga de Goiás,2010,805,838,659,651,0,0,551,1107,0
Ipiranga de Goiás,2011,862,894,883,747,0,0,597,1256,0
Ipiranga de Goiás,2012,919,970,734,907,0,0,670,3554,0
Ipiranga de Goiás,2013,1067,1160,827,966,1168,0,696,1810,0
Ipiranga de Goiás,2014,1070,1135,941,1001,0,0,885,2677,0
Ipiranga de Goiás,2015,1134,1914,1042,1158,0,0,938,1515,0
Ipiranga de Goiás,2016,1296,1397,1045,1239,0,0,1024,1692,0
Ipiranga de Goiás,2017,1471,1572,1181,1399,0,0,1082,1071,0
Ipiranga de Goiás,2018,1523,1692,1360,1410,0,0,1166,1025,0
Ipiranga de Goiás,2019,1738,1946,1169,1118,0,0,1225,1196,0
Ipiranga de Goiás,2020,1585,1863,1080,975,0,0,1066,1547,0
Iporá,2010,1020,1128,794,872,3533,0,778,1042,4306
Iporá,2011,1131,1234,837,952,950,0,709,1288,4837
Iporá,2012,1337,1351,948,1102,1676,795,840,1659,6012
